id,car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,travels,price,accident,registration
137,Toyota Noah X (All auto) 2002,Toyota,Noah,2002,Automatic,MPV,CNG,2000,142088,1080000,N,2025
138,Toyota Noah X (All auto) 2002,Toyota,Noah,2002,Automatic,MPV,Octane,2000,142088,1080000,N,2025
139,Toyota Noah G- Edition 2002,Toyota,Noah,2002,Automatic,MPV,CNG,2000,78123,1120000,N,2024
140,Toyota Noah G- Edition 2002,Toyota,Noah,2002,Automatic,MPV,Octane,2000,78123,1120000,N,2024
141,Toyota Hiace dx 2003,Toyota,Hiace,2003,Automatic,MPV,CNG,2000,198522,460000,N,2025
142,Toyota Hiace dx 2003,Toyota,Hiace,2003,Automatic,MPV,Octane,2000,198522,460000,N,2025
143,Toyota Hiace dx 2003,Toyota,Hiace,2003,Automatic,MPV,CNG,2000,298521,320000,N,2024
144,Toyota Hiace dx 2003,Toyota,Hiace,2003,Automatic,MPV,Octane,2000,298521,320000,N,2024
145,Toyota Hiace GL Vvti Low Floor 2003,Toyota,Hiace,2003,Automatic,MPV,CNG,2000,274000,510000,N,2024
146,Toyota Hiace GL Vvti Low Floor 2003,Toyota,Hiace,2003,Automatic,MPV,Octane,2000,274000,510000,N,2024
147,Toyota Noah -X 2003,Toyota,Noah,2003,Automatic,MPV,CNG,2000,81000,1060000,N,2024
148,Toyota Noah -X 2003,Toyota,Noah,2003,Automatic,MPV,Octane,2000,81000,1060000,N,2024
149,Toyota Noah X 2003,Toyota,Noah,2003,Automatic,MPV,CNG,2000,81000,1050000,N,2024
150,Toyota Noah X 2003,Toyota,Noah,2003,Automatic,MPV,Octane,2000,81000,1050000,N,2024
151,Toyota Noah GL 2003,Toyota,Noah,2003,Automatic,MPV,CNG,1781,76000,830000,N,2025
152,Toyota Noah GL 2003,Toyota,Noah,2003,Automatic,MPV,Octane,1781,76000,830000,N,2025
153,Toyota Noah X 2003,Toyota,Noah,2003,Automatic,MPV,CNG,2000,116000,965000,N,2024
154,Toyota Noah X 2003,Toyota,Noah,2003,Automatic,MPV,Octane,2000,116000,965000,N,2024
155,Toyota Noah GL 2003,Toyota,Noah,2003,Automatic,MPV,CNG,1800,65000,950000,N,2024
156,Toyota Noah GL 2003,Toyota,Noah,2003,Automatic,MPV,Octane,1800,65000,950000,N,2024
157,Toyota Noah Strander Roof 2003,Toyota,Noah,2003,Automatic,MPV,CNG,1800,65000,920000,N,2024
158,Toyota Noah Strander Roof 2003,Toyota,Noah,2003,Automatic,MPV,Octane,1800,65000,920000,N,2024
159,Toyota Hiace HAICE GL 2004,Toyota,Hiace,2004,Automatic,MPV,CNG,1996,121000,1190000,N,2025
160,Toyota Hiace HAICE GL 2004,Toyota,Hiace,2004,Automatic,MPV,Octane,1996,121000,1190000,N,2025
161,Toyota Hiace Super GL 2004,Toyota,Hiace,2004,Automatic,MPV,CNG,2000,4283,695000,N,2025
162,Toyota Hiace Super GL 2004,Toyota,Hiace,2004,Automatic,MPV,Octane,2000,4283,695000,N,2025
163,Toyota Noah KR 42 GL 2004,Toyota,Noah,2004,Automatic,MPV,CNG,1800,112000,865000,N,2024
164,Toyota Noah KR 42 GL 2004,Toyota,Noah,2004,Automatic,MPV,Octane,1800,112000,865000,N,2024
165,Toyota Noah GL 2004,Toyota,Noah,2004,Automatic,MPV,CNG,1800,95000,950000,N,2024
166,Toyota Noah GL 2004,Toyota,Noah,2004,Automatic,MPV,Octane,1800,95000,950000,N,2024
167,Toyota Noah sun roof 2004,Toyota,Noah,2004,Automatic,MPV,CNG,1800,81644,1025000,N,2024
168,Toyota Noah sun roof 2004,Toyota,Noah,2004,Automatic,MPV,Octane,1800,81644,1025000,N,2024
169,Toyota Probox succeed 2004,Toyota,Other Model,2004,Automatic,MPV,CNG,1500,55000,650000,N,2025
170,Toyota Probox succeed 2004,Toyota,Other Model,2004,Automatic,MPV,Octane,1500,55000,650000,N,2025
171,Toyota Sienta 7 SEAT 2004,Toyota,Sienta,2004,Automatic,MPV,CNG,1500,73000,790000,N,2025
172,Toyota Sienta 7 SEAT 2004,Toyota,Sienta,2004,Automatic,MPV,Octane,1500,73000,790000,N,2025
173,Toyota Hiace Super GL 2005,Toyota,Hiace,2005,Automatic,MPV,CNG,1990,89000,1490000,N,2024
174,Toyota Hiace Super GL 2005,Toyota,Hiace,2005,Automatic,MPV,Octane,1990,89000,1490000,N,2024
175,Toyota Hiace Central AC 2005,Toyota,Hiace,2005,Automatic,MPV,CNG,2000,96000,1195000,N,2025
176,Toyota Hiace Central AC 2005,Toyota,Hiace,2005,Automatic,MPV,Octane,2000,96000,1195000,N,2025
177,Toyota Hiace Gl 2005,Toyota,Hiace,2005,Automatic,MPV,CNG,2000,174596,1355000,N,2025
178,Toyota Hiace Gl 2005,Toyota,Hiace,2005,Automatic,MPV,Octane,2000,174596,1355000,N,2025
179,Mitsubishi l300 WHITE 2005,Mitsubishi,l300,2005,Manual,MPV,CNG,2000,85100,475000,N,2024
180,Mitsubishi l300 WHITE 2005,Mitsubishi,l300,2005,Manual,MPV,Octane,2000,85100,475000,N,2024
181,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,CNG,2000,94000,1090000,N,2024
182,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,94000,1090000,N,2024
183,Toyota Noah g edition 2005,Toyota,Noah,2005,Automatic,MPV,CNG,2000,52345,1330000,N,2024
184,Toyota Noah g edition 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,52345,1330000,N,2024
185,Toyota Noah KR42 GL Stander Roof 2005,Toyota,Noah,2005,Automatic,MPV,CNG,1800,85000,1025000,N,2024
186,Toyota Noah KR42 GL Stander Roof 2005,Toyota,Noah,2005,Automatic,MPV,Octane,1800,85000,1025000,N,2024
187,Toyota Noah X (All Auto) 2005,Toyota,Noah,2005,Automatic,MPV,CNG,2000,152368,1300000,N,2024
188,Toyota Noah X (All Auto) 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,152368,1300000,N,2024
189,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,CNG,2000,38000,1280000,N,2024
190,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,38000,1280000,N,2024
191,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,CNG,2000,68700,1290000,N,2024
192,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,68700,1290000,N,2024
193,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,CNG,2000,69800,1295000,N,2024
194,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,69800,1295000,N,2024
195,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,CNG,2000,38125,1280000,N,2024
196,Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,38125,1280000,N,2024
197,Toyota Noah DX KR 42 Low Floor 2005,Toyota,Noah,2005,Automatic,MPV,CNG,1800,68000,860000,N,2024
198,Toyota Noah DX KR 42 Low Floor 2005,Toyota,Noah,2005,Automatic,MPV,Octane,1800,68000,860000,N,2024
199,Toyota x-Noah 2005,Toyota,Other Model,2005,Automatic,MPV,CNG,2000,55000,1220000,N,2024
200,Toyota x-Noah 2005,Toyota,Other Model,2005,Automatic,MPV,Octane,2000,55000,1220000,N,2024
201,Toyota Noah GL 2006,Toyota,Noah,2006,Automatic,MPV,CNG,1800,70000,1050000,Y,2024
202,Toyota Noah GL 2006,Toyota,Noah,2006,Automatic,MPV,Octane,1800,70000,1050000,Y,2024
203,Toyota Noah kr 42 2006,Toyota,Noah,2006,Automatic,MPV,CNG,1800,53423,1180000,N,2024
204,Toyota Noah kr 42 2006,Toyota,Noah,2006,Automatic,MPV,Octane,1800,53423,1180000,N,2024
205,Toyota Noah KR42 2006,Toyota,Noah,2006,Automatic,MPV,CNG,1800,77000,900000,N,2024
206,Toyota Noah KR42 2006,Toyota,Noah,2006,Automatic,MPV,Octane,1800,77000,900000,N,2024
207,Toyota Noah KR42 2006,Toyota,Noah,2006,Automatic,MPV,CNG,1800,127000,1080000,N,2024
208,Toyota Noah KR42 2006,Toyota,Noah,2006,Automatic,MPV,Octane,1800,127000,1080000,N,2024
209,Toyota Noah KR42 5 Door GL 2006,Toyota,Noah,2006,Automatic,MPV,CNG,1800,81000,1125000,N,2024
210,Toyota Noah KR42 5 Door GL 2006,Toyota,Noah,2006,Automatic,MPV,Octane,1800,81000,1125000,N,2024
211,Toyota Noah DX 2006,Toyota,Noah,2006,Automatic,MPV,CNG,1800,85000,1325000,N,2024
212,Toyota Noah DX 2006,Toyota,Noah,2006,Automatic,MPV,Octane,1800,85000,1325000,N,2024
213,Toyota Noah NOHA KR 42 2006,Toyota,Noah,2006,Automatic,MPV,CNG,1800,68580,1190000,N,2024
214,Toyota Noah NOHA KR 42 2006,Toyota,Noah,2006,Automatic,MPV,Octane,1800,68580,1190000,N,2024
215,Mazda MPV 2005,Mazda,MPV,2007,Automatic,MPV,CNG,2000,50000,950000,N,2024
216,Mazda MPV 2005,Mazda,MPV,2007,Automatic,MPV,Octane,2000,50000,950000,N,2024
217,Toyota Noah x 2007,Toyota,Noah,2007,Automatic,MPV,CNG,2000,85000,1395000,N,2024
218,Toyota Noah x 2007,Toyota,Noah,2007,Automatic,MPV,Octane,2000,85000,1395000,N,2024
219,Toyota Hiace GL 5 Door 2008,Toyota,Hiace,2008,Automatic,MPV,CNG,2000,85000,1570000,N,2024
220,Toyota Hiace GL 5 Door 2008,Toyota,Hiace,2008,Automatic,MPV,Octane,2000,85000,1570000,N,2024
221,Toyota Noah TOWN ACE GL SILVER 2008,Toyota,Noah,2008,Automatic,MPV,CNG,1500,75500,645000,N,2024
222,Toyota Noah TOWN ACE GL SILVER 2008,Toyota,Noah,2008,Automatic,MPV,Octane,1500,75500,645000,N,2024
223,Toyota Noah x si new shape red 2008,Toyota,Noah,2008,Automatic,MPV,CNG,1998,63200,1598000,N,2024
224,Toyota Noah x si new shape red 2008,Toyota,Noah,2008,Automatic,MPV,Octane,1998,63200,1598000,N,2024
225,Toyota Noah X Smart 2008,Toyota,Noah,2008,Automatic,MPV,CNG,2000,75000,1660000,N,2024
226,Toyota Noah X Smart 2008,Toyota,Noah,2008,Automatic,MPV,Octane,2000,75000,1660000,N,2024
227,Toyota TownAce GL 2008,Toyota,TownAce,2008,Automatic,MPV,CNG,1500,71000,645000,N,2024
228,Toyota TownAce GL 2008,Toyota,TownAce,2008,Automatic,MPV,Octane,1500,71000,645000,N,2024
229,Toyota Dyna pikup 2009,Toyota,Dyna,2009,Automatic,MPV,CNG,1500,86764,1220000,N,2024
230,Toyota Dyna pikup 2009,Toyota,Dyna,2009,Automatic,MPV,Octane,1500,86764,1220000,N,2024
231,Toyota Hiace New Engine 2009,Toyota,Hiace,2009,Automatic,MPV,CNG,1998,56000,1800000,Y,2024
232,Toyota Hiace New Engine 2009,Toyota,Hiace,2009,Automatic,MPV,Octane,1998,56000,1800000,Y,2024
233,Toyota Hiace 2004,Toyota,Hiace,2009,Automatic,MPV,CNG,1998,282500,850000,N,2024
234,Toyota Hiace 2004,Toyota,Hiace,2009,Automatic,MPV,Octane,1998,282500,850000,N,2024
235,Toyota Noah X 2009,Toyota,Noah,2009,Automatic,MPV,CNG,2000,76585,1765000,Y,2024
236,Toyota Noah X 2009,Toyota,Noah,2009,Automatic,MPV,Octane,2000,76585,1765000,Y,2024
237,Toyota TownAce Noah 2009,Toyota,TownAce,2009,Automatic,MPV,CNG,1500,89000,720000,N,2024
238,Toyota TownAce Noah 2009,Toyota,TownAce,2009,Automatic,MPV,Octane,1500,89000,720000,N,2024
239,Toyota Avanza super Fresh-G 2010,Toyota,Avanza,2010,Automatic,MPV,CNG,1500,68452,1285000,N,2024
