id,car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,travels,price,accident ,registration
185,ToyotaHiaceGL2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,78547,3320000,N,2024
186,ToyotaFielderGNONHYBRID2019,Toyota,Fielder,2019,Automatic,Saloon,Octane,1500,48609,2600000,N,2024
187,ToyotaHiaceSUPERGL2020,Toyota,Hiace,2020,Automatic,MPV,Petrol,2000,51547,4080000,N,2024
188,ToyotaHiaceSUPERGL2020,Toyota,Hiace,2020,Automatic,MPV,Octane,2000,51547,4080000,N,2024
189,ToyotaHiaceGLSingleA/CKey2019,Toyota,Hiace,2019,Automatic,MPV,Petrol,2000,99514,3085000,N,2024
190,ToyotaHiaceGLSingleA/CKey2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,99514,3085000,N,2024
191,ToyotaHiaceGL2019,Toyota,Hiace,2019,Automatic,MPV,Petrol,2000,87254,3100000,N,2024
192,ToyotaHiaceGL2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,87254,3100000,N,2024
193,ToyotaNoahXHYBRID2019,Toyota,Noah,2019,Automatic,MPV,Petrol,2000,89587,3080000,N,2024
194,ToyotaNoahXHYBRID2019,Toyota,Noah,2019,Automatic,MPV,Hybrid,2000,89587,3080000,N,2024
195,ToyotaNoahXHYBRID2019,Toyota,Noah,2019,Automatic,MPV,Octane,2000,89587,3080000,N,2024
196,ToyotaNoahXNONHYBRID2019,Toyota,Noah,2019,Automatic,MPV,Petrol,2000,75414,3550000,N,2024
197,ToyotaNoahXNONHYBRID2019,Toyota,Noah,2019,Automatic,MPV,Octane,2000,75414,3550000,N,2024
198,ToyotaHiaceSUPERGL2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,6900,4000000,N,2024
199,ToyotaC-HRGLED2018,Toyota,CHR,2018,Automatic,SUV,Octane,1800,66990,3150000,N,2024
200,ToyotaHiaceGL2019,Toyota,Hiace,2019,Automatic,MPV,Petrol,2000,87147,3250000,N,2024
201,ToyotaHiaceGL2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,87147,3250000,N,2024
202,ToyotaHiaceSUPERGL2019,Toyota,Hiace,2019,Automatic,MPV,Petrol,2000,78547,3850000,N,2024
203,ToyotaHiaceSUPERGL2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,78547,3850000,N,2024
204,ToyotaCorolla1111998,Toyota,X111,1998,Automatic,Sedan,CNG,1500,,650000,N,2024
205,ToyotaCorolla1111998,Toyota,X111,1998,Automatic,Sedan,Octane,1500,,650000,N,2024
206,ToyotaHiaceGL2019,Toyota,Hiace,2019,Automatic,MPV,Petrol,2000,98547,3150000,N,2024
207,ToyotaHiaceGL2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,98547,3150000,N,2024
208,ToyotaSientaGHybrid2019,Toyota,Sienta,2019,Automatic,MPV,Hybrid,2000,46254,2650000,N,2024
209,ToyotaSientaGHybrid2019,Toyota,Sienta,2019,Automatic,MPV,Octane,2000,46254,2650000,N,2024
210,ToyotaSientaGHybrid2019,Toyota,Sienta,2019,Automatic,MPV,Hybrid,2000,70187,2700000,N,2024
211,ToyotaSientaGHybrid2019,Toyota,Sienta,2019,Automatic,MPV,Octane,2000,70187,2700000,N,2024
212,ToyotaHiaceGLDUALAC2019,Toyota,Hiace,2019,Automatic,MPV,Petrol,2000,91254,3250000,N,2024
213,ToyotaHiaceGLDUALAC2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,91254,3250000,N,2024
214,ToyotaHarrierZLEATHERHYBRID5G2021,Toyota,Xz,2021,Automatic,SUV,Octane,2500,16420,8750000,N,2024
215,ToyotaHarrierZLEATHERNONHYBRID2020,Toyota,Harrier,2020,Automatic,SUV,Octane,2000,14420,8650000,N,2024
216,ToyotaNoahSiWXBSPECALVERSON2019,Toyota,Noah,2019,Automatic,MPV,Octane,1800,15690,3600000,N,2024
217,ToyotaEsquireXi2DOORPWRROOFTV2019,Toyota,Xxi,2019,Automatic,MPV,Octane,1800,6500,3350000,N,2024
218,ToyotaHiaceSUPERGL2019,Toyota,Hiace,2019,Automatic,MPV,Octane,2000,25690,3900000,N,2024
219,ToyotaAllionKEYSTARTREADY2020,Toyota,Allion,2020,Automatic,Saloon,Hybrid,1500,1780,3450000,N,2024
220,ToyotaAllionKEYSTARTREADY2020,Toyota,Allion,2020,Automatic,Saloon,Octane,1500,1780,3450000,N,2024
221,ToyotaEsquireGiPREMIUMHYBRID4G2019,Toyota,Xgi,2019,Automatic,MPV,Octane,2000,9800,3650000,N,2024
222,ToyotaNoahXPUSHSTNONHYBRID2019,Toyota,Noah,2019,Automatic,MPV,Octane,2000,6980,3650000,N,2024
223,ToyotaNoahXiNonHybrid4G2DP2020,Toyota,Xxi,2020,Automatic,MPV,Octane,2000,1200,4175000,N,2024
224,ToyotaAllionA154.5GRADEKEYST2019,Toyota,Xa,2019,Automatic,Saloon,Octane,1500,15890,3500000,N,2025
225,ToyotaNoahXNONHV2DOORPWR2020,Toyota,Xx,2020,Automatic,MPV,Octane,2000,148900,3300000,N,2024
226,ToyotaNoahSiWxBSpcialEdtion2019,Toyota,Noah,2019,Automatic,MPV,Octane,1800,25800,3650000,N,2024
227,ToyotaNoahSiWXBV2NonHV4GP2019,Toyota,Xsi,2019,Automatic,MPV,Octane,2000,25690,4100000,N,2023
228,ToyotaNoahXNonHybrid2DRPWR2019,Toyota,Xx,2019,Automatic,MPV,Octane,2000,7800,3600000,N,2024
229,ToyotaFielderGPUSHHYBRIDBLACK2019,Toyota,Fielder,2019,Automatic,Estate,Octane,1500,2590,2250000,N,2025
